"Deeplink";"Produkt-Titel";"Produktbeschreibung";"Produktbeschreibung lang";"Preis (Brutto)";"Preis (Netto)";"Währung";"europäische Artikelnummer EAN";"Anbieter Artikelnummer AAN";"Hersteller";"Hersteller Artikelnummer HAN";"Produktbild-URL";"Vorschaubild-URL";"Produktkategorie";"Versandkosten Allgemein";"Versandkosten Vorkasse";"Versandkosten Nachnahme";"Versandkosten Kreditkarte";"Versandkosten Lastschrift";"Versandkosten Rechnung";"Versandkosten PayPal";"Versandkosten Sofortüberweisung";"Lieferzeit/Verfügbarkeit";"base_price";"unit_pricing_base_measure";"unit_pricing_measure";"ext_Nettopreis";"ext_Hersteller";"ext_Herstellerartikelnummer HAN";"ext_Produktkategorie ID"
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fnokia%2Fersatz-akku-fuer-nokia-2720-5630-6208-c-6600-x-3-7210-7310%3FsPartner%3Dadcell";"Ersatz Akku für Nokia 2720 5630 6208 C 6600 X 3 7210 7310";"Ersatzakku für Nokia 5310 XPRESS MUSIC Nokia 2720 Fold  5630 XpressMusic Nokia 6208C  6600 Fold  X 3 Nokia 7210C  7210 Supernova BL-4CT LI-Ion  3,7V  mind. 820mAh komp...";"Ersatzakku für Nokia 5310 XPRESS MUSIC Nokia 2720 Fold  5630 XpressMusic Nokia 6208C  6600 Fold  X 3 Nokia 7210C  7210 Supernova BL-4CT LI-Ion  3,7V  mind. 820mAh kompatibler Akku - kein Originalakku";"14,90";"";"Euro";"4038338034516";"301915x2";"";"";"https://akkuwelt.de/media/image/8e/84/fb/2072b-b56a62976afe2c_1280x1280.jpg";"https://akkuwelt.de/media/image/8e/84/fb/2072b-b56a62976afe2c_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>NOKIA";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhandyakkus-smartphone-akkus%2Fhtc%2Fersatz-akku-fuer-htc-s730-s720-s710-libr160-dopod-c500%3FsPartner%3Dadcell";"Ersatz Akku für HTC S730 S720 S710 LIBR160 Dopod C500";"Ersatzakku für HTC S730 S720 S710 HTC WINGS 100, S630, VOX Vodafone V 1415, VDA V Dopod C500 ,  C730 Orange SPV E650 Softbank X 02HT uLIBR160, 35H00082-00M Li-Ion  3,7V  1100mAh komp...";"Ersatzakku für HTC S730 S720 S710 HTC WINGS 100, S630, VOX Vodafone V 1415, VDA V Dopod C500 ,  C730 Orange SPV E650 Softbank X 02HT uLIBR160, 35H00082-00M Li-Ion  3,7V  1100mAh kompatibler Akku - kein Originalakku";"12,90";"";"Euro";"4038338034547";"301919";"";"";"https://akkuwelt.de/media/image/12/7d/35/2154b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/12/7d/35/2154b-a_1280x1280.jpg";"Akkus>Handyakkus / Smartphone-Akkus>HTC";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fpda-mp3-player-computerzubehoer-akkus%2Fsonstige%2Fersatzakku-fuer-xda-cosmo-exca160-s620-dopod-mda-mail-dash-veriz%3FsPartner%3Dadcell";"Ersatzakku für XDA Cosmo EXCA160 S620 Dopod MDA Mail DASH Veriz";"Ersatzakku für HTC, O2, T-Mobile, Orange Dopod C720 Dopod C720V HTC Cavalier, S620, S621 Orange SPV E600 O2 XDA Cosmo, Excalibur 100 Utstarcom SMT 5800 T-Mobile DASH, T-Mobile MDA Mail Verizon SMT ...";"Ersatzakku für HTC, O2, T-Mobile, Orange Dopod C720 Dopod C720V HTC Cavalier, S620, S621 Orange SPV E600 O2 XDA Cosmo, Excalibur 100 Utstarcom SMT 5800 T-Mobile DASH, T-Mobile MDA Mail Verizon SMT 5800 baugl. Org. Hersteller-Bez.: EXCA160 35H00080-00M Li-Ion  3,7V  1050mAh kompatibler Akku - kein Originalakku";"12,90";"";"Euro";"4038338034783";"301950";"";"";"https://akkuwelt.de/media/image/e3/64/3a/2141b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/e3/64/3a/2141b-a_1280x1280.jpg";"Akkus>PDA-MP3 Player / Computerzubehör Akkus>SONSTIGE";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Fcasio%2Fersatzakku-casio-np-60-np60-exilim-ex-s10-ex-s12-ex-z21-ex-z80-e%3FsPartner%3Dadcell";"Ersatzakku Casio NP-60 NP60 Exilim EX-S10 EX-S12 EX-Z21 EX-Z80 E";"Ersatzakku für Casio Exilim EX-S10 Exilim EX-S12  EX-Z21  EX-Z80  EX-Z85  EX-FS10 baugl. Org. Hersteller-Bez.: NP-60   Li-Ion  3,7V  600mAh   kompatibler Akk...";"Ersatzakku für Casio Exilim EX-S10 Exilim EX-S12  EX-Z21  EX-Z80  EX-Z85  EX-FS10 baugl. Org. Hersteller-Bez.: NP-60   Li-Ion  3,7V  600mAh   kompatibler Akku - kein Originalakku";"9,99";"";"Euro";"4038338034790";"301951";"";"";"https://akkuwelt.de/media/image/61/b9/84/2_1665_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/61/b9/84/2_1665_lrg_1280x1280.jpg";"Akkus>Kameraakkus>CASIO";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Folympus%2Fersatzakku-fuer-olympus-li-50b-d-li92-mju-1010-1020-1030sw-penta%3FsPartner%3Dadcell";"Ersatzakku für Olympus Li-50B D-LI92 MJU 1010 1020 1030SW PENTA";"Ersatzakku für Olympus Li-50B D-LI92 Olympus MJU 1010, MJU 1020, MJU 1030SW Pentax Optio X70 Li-Ion  3,7 V  770mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Olympus Li-50B D-LI92 Olympus MJU 1010, MJU 1020, MJU 1030SW Pentax Optio X70 Li-Ion  3,7 V  770mAh kompatibler Akku - kein Originalakku";"12,90";"";"Euro";"4038338034929";"8004024x1";"";"";"https://akkuwelt.de/media/image/31/45/01/80040245b28e0bad6440_1280x1280.jpg";"https://akkuwelt.de/media/image/31/45/01/80040245b28e0bad6440_1280x1280.jpg";"Akkus>Kameraakkus>OLYMPUS";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Folympus%2Fersatzakku-fuer-olympus-vr-340-vr-340-li-50b%3FsPartner%3Dadcell";"Ersatzakku für Olympus VR-340 VR - 340 Li-50B";"Ersatzakku für Olympus Li-50B D-LI92 VR-340   Li-Ion  3,7 V  770mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Olympus Li-50B D-LI92 VR-340   Li-Ion  3,7 V  770mAh kompatibler Akku - kein Originalakku";"12,90";"";"Euro";"4038338034929";"8004024x2";"";"";"https://akkuwelt.de/media/image/cd/38/76/8004024_1280x1280.jpg";"https://akkuwelt.de/media/image/cd/38/76/8004024_1280x1280.jpg";"Akkus>Kameraakkus>OLYMPUS";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbabyphone-akkus%2Fersatzakku-fuer-babyphone-philips-sbc-eb4870-a1507%3FsPartner%3Dadcell";"Ersatzakku für Babyphone Philips SBC-EB4870 A1507";"Ersatzakku für Babyphone Philips SBC-EB4870 A1507 L/B/H: 45/41/10,5 mm NI-MH  4,8V  700mAh Kompatibler Akku, kein Originalakku";"Ersatzakku für Babyphone Philips SBC-EB4870 A1507 L/B/H: 45/41/10,5 mm NI-MH  4,8V  700mAh Kompatibler Akku, kein Originalakku";"9,90";"";"Euro";"4038338034936";"301982x1";"";"";"https://akkuwelt.de/media/image/71/36/e3/1811b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/71/36/e3/1811b-a_1280x1280.jpg";"Akkus>Babyphone-Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbabyphone-akkus%2Fersatzakku-fuer-babyphone-philips-avent-scd-468%2F84-r-ni-mh-4-8v%3FsPartner%3Dadcell";"Ersatzakku für Babyphone Philips Avent SCD 468/84-R NI-MH 4,8V";"Ersatzakku für Babyphone Philips  Avent SCD 468/84-R L/B/H: 45/41/10,5 mm NI-MH  4,8V  700mAh Kompatibler Akku, kein Originalakku";"Ersatzakku für Babyphone Philips  Avent SCD 468/84-R L/B/H: 45/41/10,5 mm NI-MH  4,8V  700mAh Kompatibler Akku, kein Originalakku";"9,90";"";"Euro";"4038338034936";"301982x2";"";"";"https://akkuwelt.de/media/image/09/f3/47/2643b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/09/f3/47/2643b-a_1280x1280.jpg";"Akkus>Babyphone-Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fbabyphone-akkus%2Fersatzakku-fuer-babyphone-philips-sbc-468%2F91-486%2F91-eb4870-a1507%3FsPartner%3Dadcell";"Ersatzakku für Babyphone Philips SBC 468/91 486/91 EB4870 A1507";"Ersatzakku für Babyphone Philips  SBC 468/91 486/91 EB4870 A1507 L/B/H: 45/41/10,5 mm NI-MH  4,8V  700mAh Kompatibler Akku, kein Originalakku Diesen Akku gibt es auch mit vertauschte...";"Ersatzakku für Babyphone Philips  SBC 468/91 486/91 EB4870 A1507 L/B/H: 45/41/10,5 mm NI-MH  4,8V  700mAh Kompatibler Akku, kein Originalakku Diesen Akku gibt es auch mit vertauschter Polarität. Den anderen Akku finden Sie hier: Babyphone";"9,90";"";"Euro";"4038338034936";"301982x3";"";"";"https://akkuwelt.de/media/image/9f/f6/8f/2766b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/9f/f6/8f/2766b-a_1280x1280.jpg";"Akkus>Babyphone-Akkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Fcanon%2Fersatz-akku-fuer-canon-lp-e5-eos-450d-500d-1000d-kiss-x2-lpe5%3FsPartner%3Dadcell";"Ersatz Akku für Canon LP-E5 EOS 450D 500D 1000D KISS X2 LPE5";"Ersatzakku für Canon EOS 450D 500D, 1000D, KISS X2 baugl. Org. Hersteller-Bez.: LP-E5 Li-Ion  7,4V  800mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Canon EOS 450D 500D, 1000D, KISS X2 baugl. Org. Hersteller-Bez.: LP-E5 Li-Ion  7,4V  800mAh kompatibler Akku - kein Originalakku";"14,90";"";"Euro";"4038338034974";"301984x8001897";"";"";"https://akkuwelt.de/media/image/8d/12/46/2_1698_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/8d/12/46/2_1698_lrg_1280x1280.jpg";"Akkus>Kameraakkus>CANON";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Ffuji%2Fersatz-akku-fuer-fuji-finepix-s100fs-s200exr-np-140-np140-fujifil%3FsPartner%3Dadcell";"Ersatz Akku für Fuji Finepix S100FS S200EXR NP-140 NP140 Fujifil";"Ersatzakku für Fuji Finepix S100FS Finepix S200EXR baugl. Org. Hersteller-Bez.: NP-140 Li-Ion  3,7V  1150mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Fuji Finepix S100FS Finepix S200EXR baugl. Org. Hersteller-Bez.: NP-140 Li-Ion  3,7V  1150mAh kompatibler Akku - kein Originalakku";"19,90";"";"Euro";"4038338035056";"301989-DC10104";"";"";"https://akkuwelt.de/media/image/49/1e/5e/1706b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/49/1e/5e/1706b-a_1280x1280.jpg";"Akkus>Kameraakkus>FUJI";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Fpentax%2Fersatzakku-pentax-optio-l50-m50-m60-v20-w60-w80-d-li78-dl-i78-d%3FsPartner%3Dadcell";"Ersatzakku Pentax Optio L50 M50 M60 V20 W60 W80 D-LI78 DL-I78 D";"Ersatzakku für Pentax Optio L50 Optio  M50  M60 V20 W60 W80 baugl. Org. Hersteller-Bez.: D-LI78, DL-I78, DLI78 Li-Ion  3,7 V  540mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Pentax Optio L50 Optio  M50  M60 V20 W60 W80 baugl. Org. Hersteller-Bez.: D-LI78, DL-I78, DLI78 Li-Ion  3,7 V  540mAh kompatibler Akku - kein Originalakku";"9,99";"";"Euro";"4038338035087";"301992x1";"";"";"https://akkuwelt.de/media/image/48/14/15/2_1699_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/48/14/15/2_1699_lrg_1280x1280.jpg";"Akkus>Kameraakkus>PENTAX";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Fricoh%2Fersatzakku-fuer-ricoh-r50-db-80-olympus-li-60b%3FsPartner%3Dadcell";"Ersatzakku für Ricoh R50 DB-80 Olympus LI-60B";"Ersatzakku für Ricoh R50 Olympus LI-60B baugl. Org. Hersteller-Bez.: DB-80 Li-Ion  3,7 V  540mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Ricoh R50 Olympus LI-60B baugl. Org. Hersteller-Bez.: DB-80 Li-Ion  3,7 V  540mAh kompatibler Akku - kein Originalakku";"9,99";"";"Euro";"4038338035087";"301992x2";"";"";"https://akkuwelt.de/media/image/2a/01/2c/2_2206_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/2a/01/2c/2_2206_lrg_1280x1280.jpg";"Akkus>Kameraakkus>RICOH";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fkameraakkus%2Fnikon%2Fersatz-akku-fuer-nikon-en-el11-coolpix-s550%3FsPartner%3Dadcell";"Ersatz Akku für Nikon EN-EL11 COOLPIX S550";"Ersatzakku für Nikon CoolPix S550 baugl. EN-EL11 Li-Ion  3,7 V  540mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Nikon CoolPix S550 baugl. EN-EL11 Li-Ion  3,7 V  540mAh kompatibler Akku - kein Originalakku";"9,99";"";"Euro";"4038338035087";"301992x3";"";"";"https://akkuwelt.de/media/image/c6/9c/44/2_2247_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/c6/9c/44/2_2247_lrg_1280x1280.jpg";"Akkus>Kameraakkus>NIKON";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fzellen-packs%2Fzellen-packs%2Fvarta-4%2Fv150h-3er-print-140mah-2%2F1%2F%3FsPartner%3Dadcell";"Varta 4/V150H 3er Print 140mAh 2/1 ++/-";"Varta 4/V150H 3erPrint 2/1 ++/- 25,60mm / 14,10mm / 23,60mm Ni-MH   4,8V  140 mAh";"Varta 4/V150H 3erPrint 2/1 ++/- 25,60mm / 14,10mm / 23,60mm Ni-MH   4,8V  140 mAh";"19,90";"";"Euro";"4038338033724";"302005";"";"";"https://akkuwelt.de/media/image/b7/fc/11/2409b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/b7/fc/11/2409b-a_1280x1280.jpg";"Akkus>Zellen - Packs>Zellen - Packs";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"14-21 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhaushaltsakkus%2Fersatzakku-fuer-aeg-accurette-plus-63bcc01-900086003-900086004-ni%3FsPartner%3Dadcell";"Ersatzakku für AEG Accurette Plus 63BCC01 900086003 900086004 Ni";"Ersatzakku für AEG Accurette Plus baugl. Org. Hersteller-Bez.: 63BCC01 900086003 900086004 Ni-MH   4,8V   min. 2000mAh kompatibler Akku - kein Originalakku mit Faston Steckverbindern...";"Ersatzakku für AEG Accurette Plus baugl. Org. Hersteller-Bez.: 63BCC01 900086003 900086004 Ni-MH   4,8V   min. 2000mAh kompatibler Akku - kein Originalakku mit Faston Steckverbindern (einfach UMSTECKEN kein LÖTEN erforderlich!!)";"22,90";"";"Euro";"5003940503346";"91702301x1";"";"";"https://akkuwelt.de/media/image/3d/a1/41/abbildung-bp-reinigungsgeraeteakku-nimh-4-8v-2000mah-passend-fuer-aeg-accurette-accurette-plus-900086003-038-1_1280x1280.jpg";"https://akkuwelt.de/media/image/3d/a1/41/abbildung-bp-reinigungsgeraeteakku-nimh-4-8v-2000mah-passend-fuer-aeg-accurette-accurette-plus-900086003-038-1_1280x1280.jpg";"Akkus>Haushaltsakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhaushaltsakkus%2Fersatz-akkupack-fuer-aeg-accurette-plus-sc2000-sub-c-63bcc01-9000%3FsPartner%3Dadcell";"Ersatz Akkupack für AEG Accurette Plus SC2000 Sub-C 63BCC01 9000";"Ersatzakkupack für AEG Accurette Plus Staubsauger SC2000 Sub-C63BCC01 900086003 900086004  900086003 Ni-MH   4,8V   min. 2000mAh Kompatibler Akku - Kein Originalakku";"Ersatzakkupack für AEG Accurette Plus Staubsauger SC2000 Sub-C63BCC01 900086003 900086004  900086003 Ni-MH   4,8V   min. 2000mAh Kompatibler Akku - Kein Originalakku";"22,90";"";"Euro";"5099113104946";"91702301x2";"";"";"https://akkuwelt.de/media/image/3d/a1/41/abbildung-bp-reinigungsgeraeteakku-nimh-4-8v-2000mah-passend-fuer-aeg-accurette-accurette-plus-900086003-038-1_1280x1280.jpg";"https://akkuwelt.de/media/image/3d/a1/41/abbildung-bp-reinigungsgeraeteakku-nimh-4-8v-2000mah-passend-fuer-aeg-accurette-accurette-plus-900086003-038-1_1280x1280.jpg";"Akkus>Haushaltsakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhaushaltsakkus%2Fersatzakku-fuer-gardena-rasenschere-typ-60-schere-08800-00.630.00%3FsPartner%3Dadcell";"Ersatzakku für Gardena Rasenschere Typ 60 Schere 08800-00.630.00";"Ersatzakku für Gardena Rasenschere Typ 60 baugl.: 08800-00.630.00 mit Faston Steckverbindern + Pol = 6,3mm und - Pol = 4,8mm (Passt nicht für 4,8mm (+) und 2,8mm (-) Stecker!) Ni-MH Sub-C&nbsp...";"Ersatzakku für Gardena Rasenschere Typ 60 baugl.: 08800-00.630.00 mit Faston Steckverbindern + Pol = 6,3mm und - Pol = 4,8mm (Passt nicht für 4,8mm (+) und 2,8mm (-) Stecker!) Ni-MH Sub-C  3,6V  2000mAh kompatibler Akku - kein Originalakku ";"15,90";"";"Euro";"4008496356812";"302018x1";"";"";"https://akkuwelt.de/media/image/f3/f9/a6/1450b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/f3/f9/a6/1450b-a_1280x1280.jpg";"Akkus>Haushaltsakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhaushaltsakkus%2Fersatz-akku-gardena-rasenschere-typ-60-wolf-rv-e6-08800-00.630.0%3FsPartner%3Dadcell";"Ersatz Akku Gardena Rasenschere Typ 60 Wolf RV-E6 08800-00.630.0";"Ersatzakku für Gardena Rasenschere Typ 60 Wolf RV-E6 L/B/H: 69,0 / 23,0 / 45,0 mm Ni-MH  Sub-C  3,6V   2000mAh mit Faston Steckverbindern + Pol = 6,3mm und - Pol = 4,8mm (P...";"Ersatzakku für Gardena Rasenschere Typ 60 Wolf RV-E6 L/B/H: 69,0 / 23,0 / 45,0 mm Ni-MH  Sub-C  3,6V   2000mAh mit Faston Steckverbindern + Pol = 6,3mm und - Pol = 4,8mm (Passt nicht für 4,8mm (+) und 2,8mm (-) Steckern !!!)   kompatibler Akku - Kein Originalakku";"15,90";"";"Euro";"4008496356812";"302018";"";"";"https://akkuwelt.de/media/image/9d/29/39/1451b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/9d/29/39/1451b-a_1280x1280.jpg";"Akkus>Haushaltsakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhaushaltsakkus%2Fersatzakku-fuer-gardena-akku-3-typ-accu3-akkustaubsauger%3FsPartner%3Dadcell";"Ersatzakku für Gardena Akku 3 Typ Accu3 Akkustaubsauger";"Ersatzakku für Gardena 3 und Akkustaubsauger Ni-CD  3,6V  1900mAh kompatibler Akku - kein Originalakku";"Ersatzakku für Gardena 3 und Akkustaubsauger Ni-CD  3,6V  1900mAh kompatibler Akku - kein Originalakku";"16,90";"";"Euro";"4008496673186";"302019x1";"";"";"https://akkuwelt.de/media/image/13/0a/ee/1468b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/13/0a/ee/1468b-a_1280x1280.jpg";"Akkus>Haushaltsakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fhaushaltsakkus%2Fersatz-akkupack-fuer-gardena-3-accu3-rasenschere-standard-akkustaubsaug%3FsPartner%3Dadcell";"Ersatz Akkupack für Gardena 3 ACCU3 Rasenschere Standard Akkustaubsaug";"Ersatzakkupack für Gardena Rasenschere Standard Typ 3 ACCU3 Akkustaubsauger Team International  passend für: BMZ 0500-00.630.00 40773 Saft 2.607.335.002 PANA 2 607 335 002 Panasonic 15149...";"Ersatzakkupack für Gardena Rasenschere Standard Typ 3 ACCU3 Akkustaubsauger Team International  passend für: BMZ 0500-00.630.00 40773 Saft 2.607.335.002 PANA 2 607 335 002 Panasonic 1514951032 SAFT Ref. 783031 Bosch 600832003 02500-00.630.00 Ni-CD   3,6V  1900mAh kompatibler Akku - kein Originalakku";"16,90";"";"Euro";"4008496673186";"302019";"";"";"https://akkuwelt.de/media/image/92/c3/27/1469b-a_1280x1280.jpg";"https://akkuwelt.de/media/image/92/c3/27/1469b-a_1280x1280.jpg";"Akkus>Haushaltsakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"10 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Fzellen-packs%2Fzellen-packs%2Flithium-batterie-cr435-br435-cr-435-br-435-3-volt-lenser-pin-type-3v%3FsPartner%3Dadcell";"Lithium Batterie CR435 BR435 CR 435 BR 435 3 Volt Lenser Pin Type 3V";"2x XCell Lithium Batterie CR435 BR435 Pin Type Lithiumstab für z.B. Angelposen/Schwimmer oder LED Taschenlampe Zweibrüder Micro Lenser rot 3 Volt   48mAh    ";"2x XCell Lithium Batterie CR435 BR435 Pin Type Lithiumstab für z.B. Angelposen/Schwimmer oder LED Taschenlampe Zweibrüder Micro Lenser rot 3 Volt   48mAh    ";"9,90";"";"Euro";"4038338036633";"302086";"";"";"https://akkuwelt.de/media/image/98/e3/2b/2_1793_lrg_1280x1280.jpg";"https://akkuwelt.de/media/image/98/e3/2b/2_1793_lrg_1280x1280.jpg";"Akkus>Zellen - Packs>Zellen - Packs";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
"https://t.adcell.com/p/click?promoId=138763&slotId=82056&param0=https%3A%2F%2Fakkuwelt.de%2Fakkus%2Findustrieakkus%2Fersatzakku-saft-industrie-akku-vht-aa-aa-mignon-ni-mh%3FsPartner%3Dadcell";"Ersatzakku SAFT Industrie-Akku VHT-AA AA (Mignon) Ni-MH";"Ersatzakku SAFT Industrie-Akku VHT-AA AA (Mignon) Ni-MH   1,2V  1100 mAh";"Ersatzakku SAFT Industrie-Akku VHT-AA AA (Mignon) Ni-MH   1,2V  1100 mAh";"8,90";"";"Euro";"5099113001856";"302149";"";"";"https://akkuwelt.de/media/image/94/4f/17/2772b-b_1280x1280.jpg";"https://akkuwelt.de/media/image/94/4f/17/2772b-b_1280x1280.jpg";"Akkus>Industrieakkus";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"5,95";"1-3 Tage";"";"";"";"";"Div.";"";""
